Invoice,StockCode,Description,Category,Quantity,InvoiceDate,Price,Discount,ShippingCost,CustomerID,Country,AcquisitionChannel,RevenueNet
INV530453,GFT007,Aroma diffuser,Home fragrance,9,2024-12-02 15:40:04,18.11,0.0,3.37,10215.0,United Kingdom,Marketplace,166.36
INV530453,GFT018,Holiday light string,Seasonal,-1,2024-12-02 15:40:04,14.68,0.05,2.19,10215.0,United Kingdom,Organic,-11.76
INV531032,GFT012,Premium hamper box,Packaging,9,2024-12-02 18:49:41,17.35,0.05,6.99,10335.0,Germany,Email,155.33
INV531032,GFT018,Holiday light string,Seasonal,6,2024-12-02 18:49:41,16.89,0.0,4.94,10335.0,Germany,Organic,106.28
INV531032,GFT007,Aroma diffuser,Home fragrance,8,2024-12-02 18:49:41,19.81,0.0,3.28,10335.0,Germany,Ads,161.76
INV531032,GFT011,Wooden ornament,Seasonal,5,2024-12-02 18:49:41,4.02,0.0,3.42,10335.0,Germany,Organic,23.52
INV530030,GFT005,Tea towel cotton,Kitchen,9,2024-12-03 03:51:19,3.95,0.0,5.93,10102.0,Japan,Organic,41.48
INV530030,GFT013,Scented wax melts,Home fragrance,12,2024-12-03 03:51:19,4.68,0.1,4.26,10102.0,Japan,Organic,54.8
INV530030,GFT009,Decorative pillow cover,Home decor,5,2024-12-03 03:51:19,11.28,0.05,6.62,10102.0,Japan,Email,60.2
INV530030,GFT006,Gift bag medium,Packaging,10,2024-12-03 03:51:19,1.4,0.0,5.17,10102.0,Japan,Organic,19.17
INV530671,GFT017,Ribbon roll,Packaging,10,2024-12-03 05:50:59,11.32,0.1,5.84,10330.0,United Kingdom,Marketplace,107.72
INV530671,GFT010,Glass storage jar,Kitchen,9,2024-12-03 05:50:59,10.49,0.05,4.87,10330.0,United Kingdom,Organic,94.56
INV530671,GFT018,Holiday light string,Seasonal,6,2024-12-03 05:50:59,13.64,0.0,4.44,10330.0,United Kingdom,Ads,86.28
INV530671,GFT008,Notebook botanical,Stationery,5,2024-12-03 05:50:59,5.89,0.0,4.99,10330.0,United Kingdom,Organic,34.44
INV530671,GFT016,Kitchen apron,Kitchen,3,2024-12-03 05:50:59,12.95,0.1,4.06,10330.0,United Kingdom,Ads,39.02
INV530520,GFT018,Holiday light string,Seasonal,12,2024-12-03 12:15:15,16.69,0.0,5.85,10140.0,United Kingdom,Ads,206.13
INV530520,GFT009,Decorative pillow cover,Home decor,7,2024-12-03 12:15:15,13.54,0.1,3.12,10140.0,United Kingdom,Email,88.42
INV530654,GFT002,Ceramic mug floral,Kitchen,9,2024-12-03 16:23:06,6.43,0.0,4.55,10482.0,United Kingdom,Organic,62.42
INV531615,GFT020,Room spray lavender,Home fragrance,9,2024-12-03 16:53:02,7.08,0.05,3.98,10249.0,United Kingdom,Email,64.51
INV531615,GFT015,Mini plant pot,Home decor,9,2024-12-03 16:53:02,6.21,0.05,3.71,10249.0,United Kingdom,Organic,56.81
INV531615,GFT019,Porcelain plate,Kitchen,7,2024-12-03 16:53:02,13.58,0.0,2.91,10249.0,United Kingdom,Organic,97.97
INV531122,GFT011,Wooden ornament,Seasonal,8,2024-12-04 03:11:45,2.88,0.0,4.12,10760.0,United Kingdom,Marketplace,27.16
INV531122,GFT012,Premium hamper box,Packaging,13,2024-12-04 03:11:45,19.87,0.0,4.99,10760.0,United Kingdom,Ads,263.3
INV531122,GFT008,Notebook botanical,Stationery,5,2024-12-04 03:11:45,5.83,0.05,4.12,10760.0,United Kingdom,Marketplace,31.81
INV531122,GFT005,Tea towel cotton,Kitchen,8,2024-12-04 03:11:45,4.69,0.1,3.24,10760.0,United Kingdom,Email,37.01
INV530455,GFT013,Scented wax melts,Home fragrance,8,2024-12-04 09:23:33,5.01,0.15,5.54,10014.0,Germany,Email,39.61
INV530455,GFT014,Desk calendar,Stationery,7,2024-12-04 09:23:33,8.95,0.0,3.61,10014.0,Germany,Referral,66.26
INV530652,GFT013,Scented wax melts,Home fragrance,9,2024-12-04 10:19:53,4.43,0.0,5.13,10530.0,United Kingdom,Email,45.0
INV530652,GFT016,Kitchen apron,Kitchen,2,2024-12-04 10:19:53,16.66,0.0,3.93,10530.0,United Kingdom,Email,37.25
INV530652,GFT019,Porcelain plate,Kitchen,11,2024-12-04 10:19:53,10.22,0.0,3.48,10530.0,United Kingdom,Ads,115.9
INV530652,GFT020,Room spray lavender,Home fragrance,13,2024-12-04 10:19:53,8.05,0.0,2.18,,United Kingdom,Ads,106.83
INV531328,GFT010,Glass storage jar,Kitchen,4,2024-12-04 15:46:04,9.63,0.0,5.16,10731.0,United Kingdom,Organic,43.68
INV531328,GFT007,Aroma diffuser,Home fragrance,7,2024-12-04 15:46:04,19.42,0.0,2.94,10731.0,United Kingdom,Organic,138.88
INV530707,GFT013,Scented wax melts,Home fragrance,10,2024-12-04 20:36:32,4.27,0.0,4.25,10362.0,United Kingdom,Marketplace,46.95
INV531305,GFT005,Tea towel cotton,Kitchen,9,2024-12-05 00:08:06,3.25,0.2,4.91,10074.0,Switzerland,Marketplace,28.31
INV531305,GFT011,,Seasonal,12,2024-12-05 00:08:06,3.53,0.0,3.7,10074.0,Switzerland,Organic,46.06
INV531305,GFT006,Gift bag medium,Packaging,7,2024-12-05 00:08:06,1.51,0.1,2.3,10074.0,Switzerland,Marketplace,11.81
INV531305,GFT014,Desk calendar,Stationery,9,2024-12-05 00:08:06,10.74,0.1,4.44,10074.0,Switzerland,Marketplace,91.43
INV531305,GFT015,Mini plant pot,Home decor,10,2024-12-05 00:08:06,6.66,0.05,3.91,10074.0,Switzerland,Organic,67.18
INV530946,GFT019,Porcelain plate,Kitchen,5,2024-12-05 07:53:36,12.07,0.0,5.12,10042.0,United Kingdom,Marketplace,65.47
INV530946,GFT006,Gift bag medium,Packaging,3,2024-12-05 07:53:36,1.13,0.15,4.76,10042.0,United Kingdom,Referral,7.64
INV530946,GFT002,Ceramic mug floral,Kitchen,-1,2024-12-05 07:53:36,5.54,0.0,2.53,10042.0,United Kingdom,Email,-3.01
INV530183,GFT017,Ribbon roll,Packaging,7,2024-12-05 11:29:18,2.43,0.05,3.96,10084.0,United Kingdom,Referral,20.12
INV531455,GFT009,Decorative pillow cover,Home decor,5,2024-12-06 07:21:52,12.14,0.0,3.1,10368.0,Netherlands,Organic,63.8
INV531455,GFT001,Decorative candle set,Home decor,6,2024-12-06 07:21:52,7.36,0.2,3.31,10368.0,Netherlands,Organic,38.64
INV531455,GFT013,Scented wax melts,Home fragrance,13,2024-12-06 07:21:52,4.26,0.0,3.56,10368.0,Netherlands,Marketplace,58.94
INV531178,GFT005,Tea towel cotton,Kitchen,5,2024-12-06 09:36:22,5.06,0.15,5.22,10189.0,United Kingdom,Email,26.72
INV531178,GFT019,Porcelain plate,Kitchen,8,2024-12-06 09:36:22,10.54,0.05,3.15,10189.0,United Kingdom,Ads,83.25
INV530881,GFT009,Decorative pillow cover,Home decor,9,2024-12-06 22:22:35,11.13,0.0,5.29,10277.0,Switzerland,Organic,105.46
INV530881,GFT014,Desk calendar,Stationery,11,2024-12-06 22:22:35,8.13,0.05,4.57,10277.0,Switzerland,Organic,89.53
INV530881,GFT001,Decorative candle set,Home decor,7,2024-12-06 22:22:35,7.93,0.1,5.09,10277.0,Switzerland,Email,55.05
INV531377,GFT015,Mini plant pot,Home decor,2,2024-12-07 22:59:08,6.45,0.1,3.73,10385.0,United Kingdom,Referral,15.34
INV531377,GFT004,Vintage photo frame,Home decor,8,2024-12-07 22:59:08,11.56,0.15,2.84,10385.0,United Kingdom,Marketplace,81.45
INV531377,GFT020,Room spray lavender,Home fragrance,3,2024-12-07 22:59:08,7.16,0.0,6.47,10385.0,United Kingdom,Ads,27.95
INV531377,GFT001,Decorative candle set,Home decor,4,2024-12-07 22:59:08,9.07,0.1,8.37,10385.0,United Kingdom,Email,41.02
INV531377,GFT009,Decorative pillow cover,Home decor,7,2024-12-07 22:59:08,11.42,0.0,5.32,10385.0,United Kingdom,Email,85.26
INV530294,GFT012,Premium hamper box,Packaging,5,2024-12-08 01:46:41,17.22,0.0,5.33,,United Kingdom,Ads,91.43
INV530294,GFT018,Holiday light string,Seasonal,3,2024-12-08 01:46:41,12.89,0.05,4.27,10590.0,United Kingdom,Email,41.01
INV530134,GFT015,Mini plant pot,Home decor,10,2024-12-08 22:28:57,7.23,0.0,4.36,10165.0,Canada,Organic,76.66
INV530134,GFT008,Notebook botanical,Stationery,7,2024-12-08 22:28:57,7.33,0.0,4.34,10165.0,Canada,Email,55.65
INV530134,GFT011,Wooden ornament,Seasonal,5,2024-12-08 22:28:57,3.48,0.1,4.26,10165.0,Canada,Email,19.92
INV530134,GFT016,Kitchen apron,Kitchen,8,2024-12-08 22:28:57,12.9,0.0,6.18,10165.0,Canada,Email,109.38
INV531323,GFT001,Decorative candle set,Home decor,14,2024-12-09 05:27:40,6.32,0.1,6.0,10196.0,United Kingdom,Referral,85.63
INV531323,GFT016,Kitchen apron,Kitchen,7,2024-12-09 05:27:40,13.9,0.05,4.93,10196.0,United Kingdom,Marketplace,97.36
INV531323,GFT019,Porcelain plate,Kitchen,11,2024-12-09 05:27:40,11.16,0.0,4.89,10196.0,United Kingdom,Email,127.65
INV531323,GFT005,Tea towel cotton,Kitchen,-7,2024-12-09 05:27:40,4.43,0.1,3.54,10196.0,United Kingdom,Marketplace,-24.37
INV531323,GFT010,Glass storage jar,Kitchen,7,2024-12-09 05:27:40,9.86,0.0,4.71,10196.0,United Kingdom,Organic,73.73
INV530471,GFT020,Room spray lavender,Home fragrance,8,2024-12-09 05:37:24,5.42,0.15,4.15,10098.0,United Kingdom,Organic,41.01
INV530299,GFT020,Room spray lavender,Home fragrance,6,2024-12-09 07:57:53,8.09,0.2,2.46,10305.0,United Kingdom,Organic,41.29
INV530299,GFT009,Decorative pillow cover,Home decor,7,2024-12-09 07:57:53,11.28,0.2,2.42,10305.0,United Kingdom,Organic,65.59
INV530299,GFT013,Scented wax melts,Home fragrance,14,2024-12-09 07:57:53,5.09,0.0,4.83,,United Kingdom,Ads,76.09
INV530337,GFT011,Wooden ornament,Seasonal,6,2024-12-09 16:06:27,3.34,0.0,4.01,10455.0,Belgium,Marketplace,24.05
INV530337,GFT020,Room spray lavender,Home fragrance,6,2024-12-09 16:06:27,6.99,0.0,3.2,10455.0,Belgium,Organic,45.14
INV530753,GFT009,Decorative pillow cover,Home decor,8,2024-12-10 04:21:53,10.62,0.05,6.71,10117.0,Norway,Organic,87.42
INV530753,GFT006,Gift bag medium,Packaging,9,2024-12-10 04:21:53,1.19,0.0,3.56,10117.0,Norway,Ads,14.27
INV530753,GFT019,Porcelain plate,Kitchen,9,2024-12-10 04:21:53,10.61,0.05,3.14,10117.0,Norway,Organic,93.86
INV531151,GFT005,Tea towel cotton,Kitchen,8,2024-12-10 06:05:04,5.01,0.0,4.76,10200.0,Portugal,Referral,44.84
INV531151,GFT009,Decorative pillow cover,Home decor,6,2024-12-10 06:05:04,8.15,0.0,5.43,10200.0,Portugal,Ads,54.33
INV531151,GFT012,Premium hamper box,Packaging,4,2024-12-10 06:05:04,18.21,0.0,3.28,10200.0,Portugal,Organic,76.12
INV530076,GFT006,Gift bag medium,Packaging,2,2024-12-10 13:55:04,1.23,0.15,5.18,10240.0,Germany,Ads,7.27
INV530076,GFT010,Glass storage jar,Kitchen,6,2024-12-10 13:55:04,9.38,0.05,5.37,10240.0,Germany,Ads,58.84
INV530076,GFT014,Desk calendar,Stationery,-5,2024-12-10 13:55:04,8.28,0.0,3.57,10240.0,Germany,Organic,-37.83
INV531566,GFT005,Tea towel cotton,Kitchen,8,2024-12-10 17:25:42,4.05,0.0,4.1,10677.0,United Kingdom,Ads,36.5
INV531566,GFT008,Notebook botanical,Stationery,7,2024-12-10 17:25:42,5.51,0.0,3.89,,United Kingdom,Organic,42.46
INV530821,GFT011,Wooden ornament,Seasonal,6,2024-12-11 00:55:06,4.13,0.0,4.85,10690.0,Germany,Marketplace,29.63
INV530821,GFT008,,Stationery,10,2024-12-11 00:55:06,5.98,0.0,4.46,10690.0,Germany,Marketplace,64.26
INV530433,GFT001,Decorative candle set,Home decor,14,2024-12-11 01:32:22,8.76,0.0,4.51,10693.0,EIRE,Organic,127.15
INV530433,GFT015,Mini plant pot,Home decor,9,2024-12-11 01:32:22,6.1,0.0,5.86,10693.0,EIRE,Organic,60.76
INV530332,GFT002,Ceramic mug floral,Kitchen,8,2024-12-11 04:24:44,5.42,0.2,5.69,10275.0,Canada,Ads,40.38
INV530332,GFT010,Glass storage jar,Kitchen,9,2024-12-11 04:24:44,8.95,0.0,4.65,10275.0,Canada,Marketplace,85.2
INV530332,GFT005,Tea towel cotton,Kitchen,3,2024-12-11 04:24:44,3.84,0.1,2.45,10275.0,Canada,Referral,12.82
INV530332,GFT011,Wooden ornament,Seasonal,6,2024-12-11 04:24:44,3.67,0.0,3.71,10275.0,Canada,Organic,25.73
INV530332,GFT001,Decorative candle set,Home decor,9,2024-12-11 04:24:44,8.31,0.0,3.42,10275.0,Canada,Ads,78.21
INV531843,GFT004,Vintage photo frame,Home decor,9,2024-12-12 20:46:32,11.88,0.05,2.42,10712.0,United Kingdom,Ads,103.99
INV531843,GFT007,Aroma diffuser,Home fragrance,11,2024-12-12 20:46:32,16.29,0.0,4.87,10712.0,United Kingdom,Ads,184.06
INV531843,GFT009,Decorative pillow cover,Home decor,5,2024-12-12 20:46:32,10.79,0.0,4.92,10712.0,United Kingdom,Organic,58.87
INV531843,GFT014,Desk calendar,Stationery,5,2024-12-12 20:46:32,10.01,0.0,3.39,10712.0,United Kingdom,Organic,53.44
INV530546,GFT010,Glass storage jar,Kitchen,11,2024-12-12 23:18:50,10.45,0.0,3.91,10515.0,Germany,Organic,118.86
INV530546,GFT006,Gift bag medium,Packaging,6,2024-12-12 23:18:50,1.57,0.05,3.25,,Germany,Email,12.2
INV530546,GFT015,Mini plant pot,Home decor,11,2024-12-12 23:18:50,8.1,0.0,4.48,10515.0,Germany,Referral,93.58
INV530546,GFT001,Decorative candle set,Home decor,8,2024-12-12 23:18:50,9.22,0.0,2.52,10515.0,Germany,Organic,76.28
INV530546,GFT017,Ribbon roll,Packaging,9,2024-12-12 23:18:50,2.44,0.0,3.88,10515.0,Germany,Marketplace,25.84
INV531191,GFT013,Scented wax melts,Home fragrance,6,2024-12-13 00:09:01,5.01,0.15,3.8,10163.0,United Kingdom,Ads,29.35
INV530963,GFT015,Mini plant pot,Home decor,12,2024-12-13 02:21:48,7.34,0.05,4.48,10596.0,United Kingdom,Ads,88.16
INV530963,GFT014,Desk calendar,Stationery,5,2024-12-13 02:21:48,8.51,0.15,3.2,10596.0,United Kingdom,Email,39.37
INV530963,GFT002,Ceramic mug floral,Kitchen,3,2024-12-13 02:21:48,6.76,0.0,4.05,10596.0,United Kingdom,Ads,24.33
INV530963,GFT001,Decorative candle set,Home decor,8,2024-12-13 02:21:48,8.29,0.1,3.16,,United Kingdom,Email,62.85
INV530963,GFT018,Holiday light string,Seasonal,10,2024-12-13 02:21:48,14.26,0.1,4.51,10596.0,United Kingdom,Organic,132.85
INV531471,GFT003,Handmade greeting card,Stationery,9,2024-12-13 18:18:46,2.42,0.0,5.81,10693.0,EIRE,Organic,27.59
INV531471,GFT018,Holiday light string,Seasonal,7,2024-12-13 18:18:46,14.16,0.0,5.48,10693.0,EIRE,Email,104.6
INV531136,GFT004,Vintage photo frame,Home decor,8,2024-12-13 20:57:18,9.67,0.0,2.17,10433.0,France,Ads,79.53
INV531136,GFT006,Gift bag medium,Packaging,6,2024-12-13 20:57:18,1.13,0.15,5.73,10433.0,France,Marketplace,11.49
INV531136,GFT010,Glass storage jar,Kitchen,8,2024-12-13 20:57:18,9.45,0.0,5.48,,France,Ads,81.08
INV531136,GFT003,Handmade greeting card,Stationery,5,2024-12-13 20:57:18,2.95,0.2,3.9,10433.0,France,Organic,15.7
INV531136,GFT019,Porcelain plate,Kitchen,6,2024-12-13 20:57:18,12.1,0.1,6.49,10433.0,France,Ads,71.83
INV531758,GFT005,Tea towel cotton,Kitchen,6,2024-12-13 22:46:49,4.51,0.1,3.76,10557.0,United Kingdom,Referral,28.11
INV530781,GFT013,Scented wax melts,Home fragrance,7,2024-12-14 22:10:43,3.9,0.05,4.08,10758.0,United Kingdom,Organic,30.02
INV530420,GFT008,Notebook botanical,Stationery,4,2024-12-15 11:58:15,5.54,0.0,7.11,10722.0,United Kingdom,Ads,29.27
INV530420,GFT018,Holiday light string,Seasonal,15,2024-12-15 11:58:15,17.1,0.0,6.09,,United Kingdom,Ads,262.59
INV530928,GFT002,Ceramic mug floral,Kitchen,7,2024-12-15 17:14:19,6.32,0.0,4.96,10611.0,Austria,Organic,49.2
INV530928,GFT006,Gift bag medium,Packaging,11,2024-12-15 17:14:19,1.21,0.0,4.19,10611.0,Austria,Organic,17.5
INV530928,GFT001,Decorative candle set,Home decor,10,2024-12-15 17:14:19,8.93,0.0,5.22,10611.0,Austria,Marketplace,94.52
INV530928,GFT017,Ribbon roll,Packaging,17,2024-12-15 17:14:19,2.38,0.05,3.97,10611.0,Austria,Email,42.41
INV531629,GFT018,Holiday light string,Seasonal,4,2024-12-16 00:55:50,15.81,0.1,4.17,10386.0,Germany,Organic,61.09
INV531629,GFT004,Vintage photo frame,Home decor,11,2024-12-16 00:55:50,13.07,0.0,4.97,10386.0,Germany,Ads,148.74
INV531629,GFT016,Kitchen apron,Kitchen,7,2024-12-16 00:55:50,12.52,0.1,2.85,10386.0,Germany,Ads,81.73
INV530188,GFT002,Ceramic mug floral,Kitchen,6,2024-12-16 00:58:35,4.85,0.0,5.2,10308.0,United Kingdom,Marketplace,34.3
INV530188,GFT007,Aroma diffuser,Home fragrance,9,2024-12-16 00:58:35,16.43,0.0,4.83,10308.0,United Kingdom,Marketplace,152.7
INV530188,GFT004,Vintage photo frame,Home decor,10,2024-12-16 00:58:35,11.52,0.1,4.0,10308.0,United Kingdom,Email,107.68
INV530188,GFT016,Kitchen apron,Kitchen,6,2024-12-16 00:58:35,12.86,0.1,3.06,10308.0,United Kingdom,Ads,72.5
INV530051,GFT006,Gift bag medium,Packaging,10,2024-12-16 01:38:34,1.14,0.0,4.97,10205.0,United Kingdom,Marketplace,16.37
INV530051,GFT010,Glass storage jar,Kitchen,7,2024-12-16 01:38:34,9.03,0.0,6.56,10205.0,United Kingdom,Organic,69.77
INV530051,GFT009,Decorative pillow cover,Home decor,7,2024-12-16 01:38:34,11.86,0.0,6.47,10205.0,United Kingdom,Ads,89.49
INV530748,GFT001,Decorative candle set,Home decor,12,2024-12-16 04:08:38,7.87,0.0,2.12,10385.0,United Kingdom,Organic,96.56
INV530748,GFT015,Mini plant pot,Home decor,9,2024-12-16 04:08:38,7.09,0.05,5.02,10385.0,United Kingdom,Marketplace,65.64
INV530748,GFT017,Ribbon roll,Packaging,8,2024-12-16 04:08:38,2.29,0.0,1.62,10385.0,United Kingdom,Ads,19.94
INV530748,GFT008,Notebook botanical,Stationery,5,2024-12-16 04:08:38,6.12,0.15,6.42,10385.0,United Kingdom,Ads,32.43
INV530748,GFT002,Ceramic mug floral,Kitchen,5,2024-12-16 04:08:38,4.74,0.0,5.67,10385.0,United Kingdom,Organic,29.37
INV530363,GFT004,Vintage photo frame,Home decor,9,2024-12-16 08:43:03,12.67,0.15,1.99,10768.0,France,Email,98.92
INV530363,GFT012,Premium hamper box,Packaging,9,2024-12-16 08:43:03,15.3,0.0,2.82,10768.0,France,Referral,140.52
INV530872,GFT003,Handmade greeting card,Stationery,8,2024-12-17 06:32:23,2.47,0.0,4.54,10582.0,Germany,Email,24.3
INV530872,GFT015,Mini plant pot,Home decor,11,2024-12-17 06:32:23,7.06,0.0,4.8,10582.0,Germany,Ads,82.46
INV530872,GFT016,Kitchen apron,Kitchen,9,2024-12-17 06:32:23,13.37,0.0,1.57,10582.0,Germany,Email,121.9
INV530872,GFT018,Holiday light string,Seasonal,9,2024-12-17 06:32:23,14.35,0.0,4.56,10582.0,Germany,Marketplace,133.71
INV530415,GFT001,Decorative candle set,Home decor,5,2024-12-17 18:14:53,7.76,0.0,5.81,,United Kingdom,Organic,44.61
INV530364,GFT004,Vintage photo frame,Home decor,7,2024-12-18 02:50:37,13.13,0.0,5.12,10292.0,Germany,Ads,97.03
INV530364,GFT012,Premium hamper box,Packaging,5,2024-12-18 02:50:37,17.0,0.1,6.39,10292.0,Germany,Ads,82.89
INV530364,GFT020,Room spray lavender,Home fragrance,8,2024-12-18 02:50:37,7.28,0.0,1.95,10292.0,Germany,Organic,60.19
INV531407,GFT001,Decorative candle set,Home decor,6,2024-12-19 07:31:38,9.13,0.05,5.15,10342.0,Canada,Ads,57.19
INV531407,GFT016,Kitchen apron,Kitchen,9,2024-12-19 07:31:38,14.0,0.0,4.69,10342.0,Canada,Email,130.69
INV531407,GFT018,Holiday light string,Seasonal,4,2024-12-19 07:31:38,14.71,0.0,7.32,10342.0,Canada,Email,66.16
INV531407,GFT009,Decorative pillow cover,Home decor,6,2024-12-19 07:31:38,11.97,0.1,6.75,10342.0,Canada,Ads,71.39
INV531407,GFT004,Vintage photo frame,Home decor,13,2024-12-19 07:31:38,12.24,0.05,3.13,10342.0,Canada,Organic,154.29
INV530210,GFT003,Handmade greeting card,Stationery,7,2024-12-20 20:49:21,2.33,0.0,4.61,10743.0,United Kingdom,Marketplace,20.92
INV530904,GFT002,Ceramic mug floral,Kitchen,9,2024-12-21 05:28:49,4.72,0.0,6.93,10180.0,Sweden,Ads,49.41
INV530904,GFT009,Decorative pillow cover,Home decor,-7,2024-12-21 05:28:49,11.53,0.0,3.26,10180.0,Sweden,Email,-77.45
INV530904,GFT019,Porcelain plate,Kitchen,-7,2024-12-21 05:28:49,12.93,0.05,4.13,10180.0,Sweden,Organic,-81.85
INV530904,GFT007,Aroma diffuser,Home fragrance,9,2024-12-21 05:28:49,14.52,0.05,5.89,10180.0,Sweden,Email,130.04
INV530904,GFT008,Notebook botanical,Stationery,8,2024-12-21 05:28:49,6.77,0.05,3.57,10180.0,Sweden,Email,55.02
INV530101,GFT012,Premium hamper box,Packaging,8,2024-12-21 17:55:35,19.59,0.1,3.17,10728.0,United Kingdom,Ads,144.22
INV531359,GFT017,Ribbon roll,Packaging,7,2024-12-22 10:45:14,1.79,0.1,4.94,10235.0,United Kingdom,Ads,16.22
INV531359,GFT004,Vintage photo frame,Home decor,9,2024-12-22 10:45:14,13.93,0.0,6.23,10235.0,United Kingdom,Referral,131.6
INV530572,GFT005,Tea towel cotton,Kitchen,3,2024-12-23 07:28:44,4.0,0.05,4.64,10697.0,Portugal,Referral,16.04
INV530572,GFT007,Aroma diffuser,Home fragrance,13,2024-12-23 07:28:44,17.05,0.1,4.99,10697.0,Portugal,Marketplace,204.48
INV530572,GFT011,Wooden ornament,Seasonal,5,2024-12-23 07:28:44,3.72,0.0,5.05,10697.0,Portugal,Email,23.65
INV531384,GFT011,Wooden ornament,Seasonal,10,2024-12-23 14:41:34,4.26,0.2,4.98,10564.0,United Kingdom,Email,39.06
INV531384,GFT017,Ribbon roll,Packaging,7,2024-12-23 14:41:34,2.32,0.1,2.09,10564.0,United Kingdom,Organic,16.71
INV531384,GFT014,Desk calendar,Stationery,12,2024-12-23 14:41:34,8.22,0.0,3.61,10564.0,United Kingdom,Ads,102.25
INV530369,GFT013,Scented wax melts,Home fragrance,12,2024-12-24 08:11:45,4.92,0.0,4.68,10317.0,EIRE,Email,63.72
INV530369,GFT008,Notebook botanical,Stationery,5,2024-12-24 08:11:45,40.13,0.0,4.62,10317.0,EIRE,Organic,205.27
INV530369,GFT002,Ceramic mug floral,Kitchen,7,2024-12-24 08:11:45,4.53,0.0,5.69,10317.0,EIRE,Organic,37.4
INV530797,GFT019,Porcelain plate,Kitchen,16,2024-12-24 15:09:32,12.15,0.0,7.35,10601.0,Portugal,Ads,201.75
INV531275,GFT002,Ceramic mug floral,Kitchen,3,2024-12-24 15:28:25,4.89,0.05,4.11,10472.0,United Kingdom,Ads,18.05
INV531275,GFT003,Handmade greeting card,Stationery,9,2024-12-24 15:28:25,2.18,0.1,4.54,10472.0,United Kingdom,Email,22.2
INV531275,GFT010,Glass storage jar,Kitchen,12,2024-12-24 15:28:25,9.42,0.0,4.16,10472.0,United Kingdom,Organic,117.2
INV531275,GFT020,Room spray lavender,Home fragrance,6,2024-12-24 15:28:25,7.4,0.05,5.32,10472.0,United Kingdom,Organic,47.5
INV531275,GFT012,Premium hamper box,Packaging,13,2024-12-24 15:28:25,17.01,0.05,1.98,10472.0,United Kingdom,Marketplace,212.05
INV531727,GFT010,Glass storage jar,Kitchen,6,2024-12-24 18:57:00,8.03,0.0,3.41,10773.0,United Kingdom,Marketplace,51.59
INV531727,GFT018,Holiday light string,Seasonal,9,2024-12-24 18:57:00,15.58,0.0,7.64,10773.0,United Kingdom,Email,147.86
INV531727,GFT006,Gift bag medium,Packaging,5,2024-12-24 18:57:00,0.91,0.0,7.08,10773.0,United Kingdom,Organic,11.63
INV531727,GFT019,Porcelain plate,Kitchen,8,2024-12-24 18:57:00,10.51,0.05,4.69,10773.0,United Kingdom,Organic,84.57
INV531727,GFT001,Decorative candle set,Home decor,9,2024-12-24 18:57:00,5.84,0.0,4.08,10773.0,United Kingdom,Ads,56.64
INV531150,GFT008,Notebook botanical,Stationery,6,2024-12-24 20:35:45,6.8,0.0,4.47,10229.0,United Kingdom,Marketplace,45.27
INV531150,GFT004,Vintage photo frame,Home decor,7,2024-12-24 20:35:45,13.91,0.15,5.01,10229.0,United Kingdom,Marketplace,87.77
INV531150,GFT020,Room spray lavender,Home fragrance,7,2024-12-24 20:35:45,7.79,0.0,3.23,10229.0,United Kingdom,Organic,57.76
INV531375,GFT018,Holiday light string,Seasonal,7,2024-12-25 04:41:12,17.4,0.0,3.05,10672.0,United Kingdom,Organic,124.85
INV531375,GFT002,Ceramic mug floral,Kitchen,97,2024-12-25 04:41:12,6.51,0.0,4.47,10672.0,United Kingdom,Marketplace,635.94
INV531375,GFT005,Tea towel cotton,Kitchen,4,2024-12-25 04:41:12,3.99,0.1,5.69,10672.0,United Kingdom,Marketplace,20.05
INV531375,GFT009,Decorative pillow cover,Home decor,5,2024-12-25 04:41:12,11.65,0.0,6.78,10672.0,United Kingdom,Organic,65.03
INV530530,GFT003,Handmade greeting card,Stationery,209,2024-12-25 08:22:00,1.97,0.05,5.0,10217.0,United Kingdom,Ads,396.14
INV530530,GFT005,Tea towel cotton,Kitchen,12,2024-12-25 08:22:00,4.5,0.0,6.08,10217.0,United Kingdom,Organic,60.08
INV530530,GFT013,Scented wax melts,Home fragrance,7,2024-12-25 08:22:00,5.11,0.0,3.31,,United Kingdom,Organic,39.08
INV530530,GFT016,Kitchen apron,Kitchen,13,2024-12-25 08:22:00,13.9,0.0,0.71,10217.0,United Kingdom,Ads,181.41
INV530530,GFT015,Mini plant pot,Home decor,9,2024-12-25 08:22:00,6.57,0.0,5.64,10217.0,United Kingdom,Marketplace,64.77
INV530348,GFT005,Tea towel cotton,Kitchen,10,2024-12-25 11:46:34,4.27,0.1,4.99,10202.0,United Kingdom,Email,43.42
INV530067,GFT020,Room spray lavender,Home fragrance,7,2024-12-26 02:53:23,9.05,0.0,2.47,10373.0,USA,Marketplace,65.82
INV530067,GFT007,Aroma diffuser,Home fragrance,8,2024-12-26 02:53:23,18.91,0.05,3.88,10373.0,USA,Marketplace,147.6
INV530067,GFT006,Gift bag medium,Packaging,11,2024-12-26 02:53:23,1.41,0.0,5.49,10373.0,USA,Organic,21.0
INV530067,GFT009,Decorative pillow cover,Home decor,14,2024-12-26 02:53:23,10.09,0.05,6.0,10373.0,USA,Ads,140.2
INV530067,GFT004,Vintage photo frame,Home decor,7,2024-12-26 02:53:23,11.71,0.2,3.17,10373.0,USA,Ads,68.75
